280038219,0.2351,0.5089,0.2733,0.1301,0.2062,0.3781,0.4239,0.4367,0.4984,0.4282,0.4964
279789178,0.9016,1.3043,1.2879,1.4674,1.2561,1.7746,1.9548,1.5212,2.1158,1.8869,1.8622
1087753,3.0743,4.6778,3.9056,4.0922,3.6121,5.1037,4.7099,5.6412,5.5914,5.2803,5.5598
1094051,0.6767,1.3290,1.1910,0.7283,0.7048,1.5321,2.5966,1.6216,1.5615,1.2935,1.7996
1101288,0.4394,1.0251,0.3953,0.2718,0.3251,1.1545,1.7917,1.1379,1.6447,0.2439,1.2877
279566916,1.0871,2.2410,1.2510,1.4307,1.0112,1.8007,1.8507,2.3267,2.1943,1.7935,1.4645
1100006,3.4507,3.4479,3.3178,3.2748,2.9070,3.9444,4.2505,4.2079,4.0099,3.7735,4.2080
1094656,0.4797,0.8774,0.3567,0.5862,0.6341,1.3292,1.3809,1.4967,1.9785,1.3024,1.8790
1094464,2.4045,2.9662,2.6317,2.7080,2.6798,3.1649,3.2143,3.4225,3.2229,3.2675,2.9055
279825644,0.5928,1.3670,1.1986,0.9243,0.6549,1.7762,1.8276,1.9069,1.3983,1.3139,1.4578
1109029,1.2750,2.0826,1.7442,1.6283,0.7212,2.1909,2.3420,2.4796,1.9306,1.9970,1.8093
1089310,2.3412,2.6111,2.0772,2.6274,2.3695,2.5779,2.8212,2.6880,2.9371,2.8468,2.5949
1099142,0.0805,1.6000,0.9108,1.0784,0.0526,1.6308,1.9126,2.0066,1.0788,1.6340,1.3983
1105384,0.0000,0.3813,0.1803,0.3028,0.0000,0.5127,0.9455,0.1534,0.6067,0.1506,0.3908
1106087,0.4693,1.0972,0.7191,0.6948,0.5509,1.5740,1.4617,1.0963,1.1685,1.0172,1.7457
1101584,5.6689,6.2851,5.4826,5.8160,5.6951,6.9667,6.9064,6.8290,6.5941,6.8167,7.3647
1091908,1.8610,2.5100,1.7323,1.9527,2.1782,2.7444,2.9516,3.0631,3.0996,3.2349,3.2457
1096217,0.3971,0.4817,0.3709,0.4085,0.2614,1.0858,1.9240,1.3198,1.1665,0.8515,1.0526
279948962,0.0000,0.6950,0.0000,0.0000,0.5049,1.1137,2.3119,2.1869,2.6014,0.8053,1.8876
280027714,0.9400,1.5816,0.9411,1.1729,1.1190,1.3973,1.2731,1.4149,1.7136,1.5204,1.6164
1088213,2.7444,3.4791,2.9967,3.0483,3.2487,3.4831,3.5683,3.4909,3.4543,3.2691,3.3477
279898612,3.6920,4.2988,3.9527,3.6351,3.7941,4.1291,4.3926,3.9555,4.5138,4.6170,4.3673
1105853,2.5368,3.9016,3.7695,3.1969,3.4031,4.8867,5.3803,6.0826,5.9351,4.9484,5.9022
1099747,2.4120,3.3510,1.9244,3.6832,3.3114,5.6882,5.8941,6.1725,6.5431,5.1673,6.5101
279754242,0.7019,1.0161,0.8039,0.9510,0.1374,0.9849,2.2977,0.9248,1.3238,1.5284,1.2990
279858707,0.0000,0.1542,0.0000,0.0000,0.0000,0.1456,0.6014,0.0000,0.4161,0.2696,0.2280
1088436,2.9427,3.1949,2.8515,3.4300,2.1216,3.7092,4.2000,4.7404,5.0159,3.2222,4.1001
1099986,2.4491,3.3315,1.8383,2.6963,2.6961,3.4154,3.7645,3.3706,3.1671,2.8977,3.1747
1092516,0.0539,0.1084,0.0580,0.1487,0.0884,0.1792,0.2812,0.1693,0.1677,0.1504,0.1972
1087659,1.3956,2.1162,1.3567,1.2933,1.2212,2.4788,2.9708,2.5862,2.9489,1.0697,2.7708
1094136,0.5527,0.8939,0.6463,0.8374,0.8398,1.6042,1.7065,1.6329,1.4081,1.4459,1.6573
1108819,0.4106,0.9859,0.3265,0.2137,0.5480,0.7972,1.5631,1.5383,1.6523,0.7566,0.8040
280095658,0.0000,0.0355,0.0000,0.0000,0.0000,0.0810,0.0925,0.0198,0.0827,0.0000,0.0358
1098077,3.4138,3.8669,3.5423,3.4254,3.3555,4.1829,4.0074,4.3757,4.1643,3.7506,4.3579
1104340,3.5607,4.1542,3.5243,3.6834,3.5425,4.1968,4.6249,4.0955,4.1132,4.6225,4.8459
279745793,0.0000,0.1370,0.0000,0.2064,0.0000,0.1293,0.5448,0.2878,0.2592,0.2989,0.2182
1095692,1.5935,1.8442,1.4704,1.7962,1.6961,2.0313,2.4040,2.1364,2.0395,2.3106,2.3230
1106627,3.2054,3.9599,3.5237,3.4560,3.7318,3.9242,3.9363,3.9462,4.1502,4.0973,4.1316
280102958,1.6970,2.1189,1.5890,1.7845,1.7991,2.3359,2.5606,2.9743,2.9692,2.9441,2.7302
1095410,2.6471,3.6389,3.5377,3.3841,1.9018,3.5926,3.7145,3.5362,4.0000,3.0541,3.5558
1094701,1.7586,1.9435,1.5185,1.7947,1.7248,2.4169,2.5163,2.9016,2.8296,2.6688,2.6718
1094445,1.9708,2.4394,1.8634,2.2486,1.4900,3.1737,3.5252,3.1464,2.3642,2.9339,2.6005
1093617,1.1331,1.4489,0.9723,1.3982,1.0103,2.3477,2.9349,3.3787,3.1294,1.9161,1.8531
1092049,0.0000,0.1180,0.1319,0.0788,0.1200,0.1478,0.3240,0.2163,0.3789,0.1684,0.2668
280092105,0.1703,1.3553,0.5865,0.4465,0.4454,1.1565,1.2406,0.6916,1.0831,0.9306,0.4665
1094188,2.4832,3.3335,2.7726,2.6269,2.5865,3.3722,3.4361,3.1853,3.0231,3.7197,3.3545
280112782,0.9400,1.6205,1.7459,1.7590,1.1210,3.1505,3.0565,4.0457,4.0242,2.4274,2.9459
1096488,3.2267,2.9606,2.8573,2.6861,2.3489,3.8047,4.0998,4.1158,4.0281,3.7563,4.1356
1093545,0.0000,0.3056,0.0000,0.0849,0.0564,0.2445,0.2397,0.3994,0.2663,0.1554,0.1746
279738013,0.0456,0.0779,0.0696,0.0548,0.0273,0.1382,0.3567,0.1801,0.1708,0.1390,0.1638
279903525,1.0359,1.6814,1.0914,0.8198,0.6642,1.7589,2.7921,1.7852,1.3306,1.4212,1.8927
279851659,0.3691,0.8851,0.5465,0.7453,0.5330,0.7708,1.0315,0.8732,0.6751,0.6726,0.8559
1095374,0.4089,1.4919,1.0154,0.9910,0.6572,1.4950,1.1440,1.3240,1.4310,1.5287,1.0710
1102667,1.3069,1.3641,1.2694,1.2523,1.1907,1.5325,1.5689,1.4347,1.4413,1.3230,1.3065
279808249,0.0000,0.0684,0.0000,0.0000,0.0000,0.0645,0.1038,0.0000,0.0676,0.0000,0.0556
1093230,2.9323,3.7640,3.3161,3.0756,2.9406,3.6035,4.2342,3.8807,3.5031,4.1720,3.4429
1095432,3.2501,4.2660,3.5101,3.0738,3.1947,4.1235,4.5667,4.5785,4.0316,4.4122,3.5766
1098966,0.0115,0.0765,0.0367,0.0271,0.0572,0.0802,0.3444,0.2347,0.3021,0.2951,0.2063
1098952,0.8374,1.4956,1.3827,1.2649,0.8927,1.6482,1.9814,1.9728,1.8810,1.0022,1.4211
1096762,1.6202,1.9293,1.7869,1.8976,1.5721,2.0204,2.1926,2.1423,2.1916,1.8894,1.6342
1095909,1.5124,2.4096,1.6719,1.9581,1.6786,2.6580,2.8856,3.1805,2.3437,3.1284,2.9323
279721149,0.1330,0.3451,0.2736,0.0590,0.2589,0.3852,0.6453,0.6039,0.6173,0.3933,0.3401
1091897,1.8493,2.3142,2.1212,1.8475,1.5375,2.5574,3.0136,2.4323,2.7715,3.5789,2.7740
1095605,0.0000,0.0465,0.0409,0.0000,0.0000,0.0864,0.1374,0.1891,0.1337,0.1309,0.1118
1092629,0.7125,1.2894,1.5725,1.3789,0.7249,2.8491,2.6912,3.5657,3.4181,1.8745,2.3891
1095150,0.0000,0.1674,0.1478,0.0337,0.0000,0.2531,0.7291,0.1592,0.3849,0.3291,0.1318
280096058,4.8388,4.3624,4.0862,4.1386,3.5163,4.8462,5.5683,5.2588,6.1660,4.7041,4.9299
1094142,3.3739,3.8147,3.8389,3.7248,3.5481,4.5590,4.5474,4.9159,4.7238,4.0324,4.8939
1093196,4.0704,4.1301,4.3328,4.1085,3.2360,4.6631,4.6886,4.3775,4.8627,4.1403,4.3189
1105245,5.0202,5.2187,4.9668,4.6069,4.6605,5.2946,5.5764,5.2351,5.8991,5.5800,6.1013
1089812,3.2812,3.6034,3.1816,3.2128,3.4536,3.9670,3.9823,4.4059,4.6634,4.1553,4.3967
1099673,1.0563,1.0791,0.6557,0.8633,1.2010,1.7174,2.0599,1.8204,2.0297,1.7443,1.9935
1098479,0.6712,0.8975,0.6582,0.5293,0.8221,0.9881,1.3844,1.0735,1.1072,0.9842,0.8364
279755593,0.0000,0.8112,0.5188,0.5944,0.7405,0.7156,1.8193,0.6882,1.3416,0.8391,1.3385
1109110,2.4310,3.2566,2.6708,2.4736,2.8953,3.1144,3.6672,3.1472,3.2258,3.4018,3.8251
1090327,2.2294,2.7772,2.4688,2.9163,2.4034,2.9143,3.0595,3.0063,2.7522,2.9155,2.7096
1098308,5.8687,6.0004,6.0442,6.8137,5.4150,6.7081,7.0400,7.1529,7.7125,6.9779,6.4352
1092934,0.0000,0.0178,0.0000,0.0000,0.0358,0.2882,0.2289,0.1536,0.2678,0.2299,0.2177
1090476,3.0567,3.9965,3.5708,3.3396,3.2402,4.2125,4.5249,4.1596,3.8716,4.7133,4.8354
1106848,3.5640,4.6353,4.2903,4.2829,4.3126,5.0331,4.8605,4.5814,4.6944,4.6302,4.4378
1094555,2.9575,3.0000,2.7747,2.9476,2.6887,3.1934,3.1979,3.1168,3.1238,3.2784,2.9324
1096040,0.0264,0.6156,0.3964,0.3524,0.1746,0.3829,0.8225,0.8778,0.7226,0.8547,0.3523
1096913,3.3808,3.5411,3.0266,3.0216,3.1764,3.6648,4.0880,4.3361,3.9451,3.6848,3.9522
1109135,2.7686,3.1594,2.7462,2.9432,2.8721,3.7859,3.9203,4.4470,4.9337,3.2165,4.4617
1089523,0.2582,0.3494,0.2026,0.2830,0.1323,0.3193,0.3283,0.4031,0.5217,0.3742,0.2392
1100840,1.9639,2.3193,1.9052,1.9167,1.7559,2.9418,3.1510,3.6798,3.7701,2.2424,3.8468
1100103,0.1770,0.6634,0.3955,0.1253,0.5387,1.4217,1.9378,1.0642,0.9786,1.3003,1.5512
279826358,0.0000,0.2528,0.0000,0.0000,0.0000,0.3859,0.8543,0.4943,0.3354,0.0000,0.4321
280020209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,0.0346,0.0000,0.0284,0.0151,0.0186
1106713,0.0000,0.9646,0.8260,0.6147,0.7743,1.0004,1.3533,0.9533,1.4054,1.3433,0.7999
1096733,2.4745,2.7917,2.3720,3.2733,2.1628,3.5042,3.7759,4.0708,3.3839,3.6882,3.9397
1089317,4.9264,5.0124,4.8111,4.6003,4.6184,5.1495,5.1375,5.1407,5.5798,4.9165,5.4321
1093359,1.6104,2.8902,1.7715,1.7662,2.3099,3.2522,3.4843,3.1333,2.7392,3.7813,3.3077
1092437,2.1586,3.5925,2.6119,3.5030,2.2599,4.2600,4.1916,4.6917,4.6858,5.5706,5.9344
279906238,0.9707,1.5929,1.0753,1.3726,1.4357,1.5591,2.2713,2.3479,1.9423,2.1333,2.2143
1102286,0.2889,0.4602,0.2884,0.4902,0.3126,1.2458,1.5074,1.9611,1.6241,1.1955,1.8571
1092773,2.1405,2.8969,2.4999,2.2238,2.3052,3.3786,3.2507,3.6102,4.1096,2.2378,3.6136
1102392,0.3701,0.8563,0.8943,0.8663,0.0570,0.9946,1.6488,1.1274,0.8709,0.8670,0.7920
1095851,1.9953,2.2040,1.8579,2.2526,1.8150,2.3397,2.6227,2.4662,2.2672,2.4336,2.0187
1090296,5.5606,5.4962,5.2882,5.7457,4.7940,5.9786,6.1021,6.1669,6.4186,6.5057,6.6361
279830288,0.3945,0.5822,0.3834,0.5409,0.3443,0.6451,0.7014,0.5424,0.7534,0.3668,0.4139
279774698,0.0000,0.1691,0.0000,0.0000,0.0000,0.2579,0.1581,0.0782,0.2899,0.0000,0.0866
1097575,2.8196,3.4125,3.0823,2.8577,2.9443,3.8688,3.7705,3.4725,3.4611,3.2072,3.0309
280094179,0.3370,0.3076,0.3439,0.2914,0.0000,0.5305,0.7402,0.4842,0.7588,0.1851,0.6792
1087490,0.4454,0.3539,0.6307,0.6412,0.4539,1.8971,2.1811,2.1841,2.2710,1.8518,2.4688
279918475,0.0000,0.0718,0.0000,0.0000,0.0369,0.1005,0.1089,0.0284,0.0710,0.1030,0.0592
1088851,4.0271,4.8031,4.3066,3.8040,4.2880,4.6930,5.1916,5.5819,5.0068,4.9947,5.0653
1092441,2.4186,3.2758,2.8921,2.6865,1.6245,3.0821,3.5014,3.2673,3.0420,4.0519,3.2672
1091858,1.9600,2.6574,2.2062,1.7341,2.0438,2.8160,3.3655,3.1192,2.5429,3.0284,2.4426
1104411,2.1929,3.1208,2.5081,2.5189,2.5377,3.3314,3.2370,3.6982,3.4167,2.6210,2.7357
279840698,0.5526,1.3378,0.7832,0.3118,0.7605,1.4780,1.8882,1.3468,1.3256,0.6041,1.2281
1087130,1.9195,2.7381,1.9076,1.6904,2.1891,2.4621,2.5111,2.9228,3.5965,2.5485,2.7022
279868010,0.7488,2.2746,1.2988,1.3983,1.2514,2.0916,2.1802,2.4277,1.6792,2.2614,1.6432
279872145,0.3357,0.5894,0.1962,0.2814,0.0069,0.3959,0.8316,0.1232,0.5671,0.2765,0.5112
1101411,2.1478,2.7081,2.2954,1.9321,2.3787,3.0541,3.1327,3.2976,3.4589,2.2916,2.7191
1095580,3.4406,3.8713,3.2514,3.0155,3.3174,3.5512,3.7578,3.4786,3.8620,3.5075,3.7504
280108872,0.2227,0.3157,0.2057,0.3445,0.1460,0.5465,0.7938,0.4243,0.5000,0.2661,0.2636
1097326,0.9124,1.0242,1.1449,1.1903,0.3474,1.2271,2.1753,1.5702,1.5390,1.3207,1.0086
279958840,0.0000,2.5355,0.5409,1.9271,0.4804,1.8820,1.9211,2.1536,1.5468,1.3241,1.5428
1108734,0.2749,0.3619,0.6726,0.4850,0.3530,0.9590,1.1632,0.7527,0.9486,0.6258,0.8439
1093791,0.4242,0.4758,0.4864,0.6188,0.3099,1.2055,1.3348,0.8524,0.8179,1.1385,0.8778
1100537,2.3812,2.8163,2.6002,2.8201,2.0164,2.6491,3.3316,2.6635,2.8154,2.4090,2.8103
279915858,0.0000,0.0000,0.0000,0.1120,0.0000,0.2561,0.5608,0.1548,0.2676,0.1494,0.3262
1104754,0.0819,0.4832,0.2137,0.0921,0.0354,0.2008,0.2595,0.3029,0.4053,0.1913,0.2490
1094012,0.4862,1.3101,1.1259,1.1308,0.7364,1.2332,1.4107,1.0786,1.3482,0.8632,0.9660
1091274,1.3248,1.6785,1.3786,1.0653,0.8826,1.3662,2.0253,1.4281,1.6650,1.4693,1.1849
1094264,3.3360,3.4442,3.1841,3.4587,3.2280,4.1458,4.0783,4.4073,4.9067,4.8207,4.5826
1094692,0.1777,0.2699,0.1005,0.0800,0.4951,0.8755,1.2019,0.8459,1.2138,1.0631,0.6859
1101232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0268,0.0434,0.0000,0.0281,0.0190,0.0233
280027543,1.3159,2.6815,2.1891,2.1075,1.3270,2.8738,2.2299,2.4907,2.4485,2.9014,2.3713
1090412,1.4824,2.5307,1.8968,1.3343,1.8126,2.2246,2.2937,2.4386,2.3061,2.5476,2.3792
1103332,1.8651,2.6750,1.9888,1.9787,1.8420,3.6191,3.5955,3.7478,3.9110,1.5332,3.7418
280129361,0.7823,1.1679,0.7117,0.8380,0.6951,1.2780,1.2660,1.2455,1.6870,0.5513,1.0904
280019550,2.5343,3.1088,2.4715,2.9189,2.8101,3.1152,2.9135,3.1594,3.3686,3.3567,3.2125
280067553,0.0575,0.7068,0.1121,0.1123,0.2614,0.9517,1.3316,1.4132,1.4582,0.0000,0.5689
279811059,0.0000,0.6803,0.1790,0.0402,0.0000,0.6482,0.7602,0.2899,0.3759,0.0000,0.6047
279993109,0.0000,0.3158,0.2424,0.0832,0.0000,0.4223,0.8719,0.2111,0.2340,0.3160,0.4057
279660682,0.0000,0.5608,0.0000,0.0000,0.0000,0.9671,0.7902,0.1119,0.5552,0.4856,0.1026
279758754,0.0000,0.8666,0.0525,0.0000,0.1545,0.3897,1.0204,0.1846,0.4064,0.3088,0.7583
1087650,2.2440,2.6106,2.1944,2.3525,2.4501,2.7005,2.6817,2.9042,3.0583,2.7756,3.2198
280119706,0.0000,0.3143,0.0000,0.0000,0.0842,0.8717,0.8238,1.2482,0.9493,1.2938,1.0109
1096393,0.1364,0.3018,0.2452,0.3064,0.1591,0.9178,1.4295,0.7608,0.5068,0.8197,0.7363
1099099,3.7918,4.5535,4.6161,3.6273,3.7014,4.4636,5.3014,4.8237,4.6400,5.2851,5.0538
1091198,0.0214,0.0853,0.1040,0.0399,0.0963,0.2099,0.2331,0.1358,0.2072,0.0923,0.1875
279991390,1.9106,2.5375,2.3470,2.3735,1.7478,2.4721,2.3643,2.2232,2.5508,2.1379,2.3732
279810882,0.2363,1.9238,0.6674,0.9629,1.0156,0.9613,1.4415,1.2150,1.8237,1.8449,1.2476
280056180,0.2921,1.3907,0.5642,0.8751,0.4601,1.3820,1.4980,0.9578,0.6730,0.9680,0.9632
280017626,1.2345,2.1461,0.5929,0.0000,0.0000,3.3557,4.1438,0.8925,3.2106,5.0571,2.5494
1095289,0.3917,0.8434,0.5814,0.9306,0.3607,0.9126,0.8869,1.0563,1.2284,0.7891,1.5185
1087773,0.5105,1.1009,0.9560,0.6679,0.4958,2.1526,1.7958,2.0702,1.3844,1.8649,2.1735
1102390,1.0036,1.2116,0.7934,0.9620,0.9038,1.3129,1.7973,1.4637,1.1843,1.0087,1.2084
279462726,2.6696,3.1669,2.7107,1.9743,2.7102,3.7255,3.9100,3.6708,3.9854,4.4328,4.3470
1102311,1.0923,1.4271,1.1829,0.8388,1.2945,1.3261,1.7145,1.6311,1.7666,1.3987,1.7491
279836678,0.0000,0.1487,0.1470,0.0398,0.1024,0.1295,0.3748,0.0948,0.2804,0.2816,0.1996
280034994,0.1003,0.0740,0.0450,0.0720,0.0439,0.4683,1.4464,0.6607,0.6088,0.7783,0.8984
1106144,0.2547,0.3673,0.3645,0.4599,0.0522,0.5069,0.5979,0.6351,0.6478,0.2351,0.4178
1101167,0.9150,1.7543,1.6105,1.4130,1.0458,1.7854,2.0493,2.0740,1.7623,1.8600,2.6714
279836639,0.0000,0.6958,0.2632,0.1653,0.3530,1.4429,1.4579,0.9051,0.7879,1.6686,0.9337
1101247,3.0754,2.6940,1.9895,2.8727,2.3832,3.7994,4.1141,3.8366,3.8931,3.3720,2.9828
279796359,1.4852,1.7565,1.7424,1.0921,1.1271,1.9928,2.5992,1.9562,1.7916,2.3500,2.0399
1097749,2.8303,2.9315,2.6000,2.3748,2.4279,3.3031,3.5183,3.5988,3.8228,2.4479,3.4031
1102555,1.3483,2.1560,1.5051,1.5711,1.8673,2.2834,2.9147,3.0811,2.6541,3.3688,2.3752
1094081,1.0407,1.6190,1.2321,1.1983,0.9839,2.0946,2.5648,2.2328,1.7498,1.0413,1.5062
1100917,2.8596,3.0969,2.9095,2.8101,2.9448,3.5967,3.3891,3.5883,3.5047,3.7537,3.3982
1087718,3.9588,4.1806,3.4237,3.8323,3.7261,4.0067,4.1090,4.1806,4.4341,3.9560,3.9081
279991578,1.3089,1.3041,1.2250,1.6622,0.9361,1.6759,2.0001,1.5112,1.5378,1.5244,1.7549
280055863,0.1789,0.4899,0.1365,0.2173,0.1166,0.6425,0.5520,0.5039,0.5756,0.2607,0.0949
1098647,2.6858,3.1899,2.8624,2.6861,2.5583,3.3251,3.9736,3.3116,2.9474,3.8286,3.3012
1089558,0.9031,0.6721,0.8084,0.8909,0.6442,1.9174,2.1866,2.2288,2.5528,1.0200,1.5527
279850722,0.0000,0.0824,0.0000,0.0000,0.0000,0.0000,0.1166,0.0614,0.0815,0.0000,0.0233
1095593,2.7874,3.0281,2.7966,2.7254,2.6287,3.1110,3.1825,3.0215,3.6591,3.7984,3.2499
279976623,0.0000,0.0077,0.0000,0.0000,0.0000,0.0155,0.0661,0.0124,0.0405,0.0000,0.0451
1093829,0.8667,0.9321,0.8194,1.8123,1.3766,2.0647,2.5486,2.4119,2.7971,2.0373,2.2394
1104286,0.0000,0.2344,0.3043,0.3776,0.0982,0.5856,0.7018,0.3116,0.4297,0.3592,0.7091
280022582,4.2458,4.9015,4.5637,4.9127,4.5618,4.6683,4.8630,4.7095,4.9554,4.8836,5.0287
1094086,0.2702,0.4832,0.1906,0.2630,0.1521,0.3930,0.5494,0.4563,0.3903,0.7328,0.5852
1094493,0.3903,0.6720,0.6631,0.9083,0.5489,1.8704,2.7299,1.9502,1.2722,2.0821,2.1352
1100658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0479,0.0773,0.0377,0.0502,0.0731,0.0210
279909021,1.2723,2.8732,1.5386,2.2093,1.7230,2.6059,2.8098,3.3344,3.4499,3.7178,4.7435
1088469,0.5262,0.9421,1.0271,0.2849,0.7739,1.2695,1.5747,1.5208,1.9921,0.8905,1.0890
1095370,2.7404,3.6975,3.1134,2.6854,2.9414,3.4879,4.0569,3.7572,3.0998,3.5661,3.6399
1108738,0.4292,1.1650,0.8112,0.6370,0.7750,1.5319,2.4988,1.4278,1.0694,2.0758,1.6025
1102364,1.7610,3.5376,2.5586,2.5681,2.7455,2.9758,3.0755,3.6984,3.3900,3.5249,3.4494
1088515,0.1032,0.1481,0.0849,0.0509,0.0227,0.1589,0.4159,0.1380,0.1455,0.2232,0.2562
279788537,0.0000,0.1218,0.0000,0.0583,0.0000,0.0708,0.1152,0.0558,0.1401,0.1880,0.2328
1088293,2.4497,2.7375,1.8924,2.7522,1.7089,3.1994,4.5061,3.5067,3.4026,1.9012,2.6483
1105574,0.2567,0.1672,0.1470,0.2764,0.0661,0.4717,0.5273,0.6200,0.4898,0.3765,0.3809
1091853,1.3576,1.8400,1.5826,1.6689,1.9248,1.9351,2.3660,1.9889,1.9844,2.0398,2.0058
280135594,0.8246,1.4472,0.9830,1.5816,0.6873,2.3227,2.4970,2.6873,2.7170,0.5089,2.0397
280088895,0.0000,0.2182,0.0998,0.0012,0.2214,0.2612,0.3633,0.3185,0.2859,0.2572,0.2867
280025552,0.0000,0.1005,0.1343,0.0893,0.0000,0.1802,1.5913,0.9839,1.0431,0.8532,0.3490
1093558,3.2685,3.8239,3.4570,3.4709,3.6177,3.8287,4.3671,3.8794,3.6470,3.8739,4.1880
1104448,1.3427,2.0444,1.6969,1.7231,1.4146,2.0024,2.1412,2.0409,1.7851,1.6427,2.4259
1097888,2.4559,3.0484,2.2081,2.8221,2.6781,2.9491,3.4652,3.0026,2.9098,3.5059,2.9157
1098368,0.3886,0.5079,0.3736,0.3770,0.6377,0.7680,1.0530,0.9339,1.1729,0.9282,0.6045
1105990,0.9371,0.9699,0.9982,1.0600,0.9754,1.4236,1.5014,1.5069,1.3173,1.3551,1.5563
1092915,0.9272,1.2326,1.5283,1.1851,0.8713,1.9815,2.6656,2.8563,3.3691,1.0294,2.0831
1103615,0.0000,0.0941,0.0626,0.0368,0.0245,0.3972,0.3318,0.2470,0.7795,0.6759,0.4572
279814733,1.1907,1.8808,1.3553,1.4055,1.4154,1.6999,1.8482,1.5762,1.7524,1.1860,1.6099
1100454,0.1877,0.4655,0.1863,0.1477,0.3402,0.6854,1.0788,0.5879,0.6340,0.4869,1.1935
1101240,3.2619,3.4009,3.0925,3.1278,3.1327,3.4495,3.6667,3.4256,3.2674,3.4284,3.2835
279978832,2.9476,3.7784,3.3851,3.5401,3.6268,4.1729,4.3465,4.0269,3.9154,4.3410,3.5570
280106387,0.0000,0.1043,0.0000,0.0000,0.0000,0.0984,0.2202,0.0000,0.1993,0.0000,0.0000
1098830,4.2073,3.7076,3.8808,3.5511,3.8376,5.2273,5.5692,5.2036,5.8699,5.7815,5.4542
1087716,0.0679,0.1465,0.0875,0.1432,0.1279,0.8573,1.3762,1.2855,1.0366,0.2271,1.2849
280085819,0.0102,0.1561,0.2649,0.3715,0.0000,0.4009,0.4649,0.3941,0.4689,0.5476,0.2553
1097387,2.4708,3.8326,3.2228,2.6188,3.5862,4.3088,4.2602,4.3298,4.3021,4.3639,5.0753
